name,symbol,market_cap,volume_24h,market_cap_ratio,volume_24h_ratio
RWA Inc.,RWA,7722050.672395702,4447892.96255648,0.00,0.00
Hydra,HYDRA,7713081.270870431,94248.08881609,0.00,0.00
Somnium Space Cubes,CUBE,7687262.876999431,19836.7217461,0.00,0.00
CatSlap,SLAP,7674940.001162518,535560.87914554,0.00,0.00
RealGOAT,RGOAT,7670481.604030304,30144.94375266,0.00,0.00
donotfomoew,MOEW,7667739.137281118,4189736.41870908,0.00,0.00
Bitrue Coin,BTR,7657486.385463452,17455171.48073475,0.00,0.00
RyuJin,RYU,7647958.942416768,257181.07923403,0.00,0.00
Ben the Dog,BENDOG,7640884.1475088475,4719903.58150581,0.00,0.00
Metahero,HERO,7615273.370640376,168690.37082123,0.00,0.00
KAN,KAN,7547249.636330363,116060.43581923,0.00,0.00
tomi,TOMI,7534797.573548997,5761883.86201524,0.00,0.00
Frodo the virtual samurai,FROG,7488283.427541277,391934.81556754,0.00,0.00
Push Protocol,PUSH,7452437.505524022,2204892.2029582,0.00,0.00
trac (Ordinals),TRAC,7449072.152083063,708361.68833199,0.00,0.00
Zypto,ZYPTO,7435223.6793881245,204024.01358414,0.00,0.00
WELF,WELF,7402077.589159392,1151866.11663534,0.00,0.00
Creo Engine,CREO,7393971.160931715,4653218.82511741,0.00,0.00
Nya,NYA,7367003.897968245,361896.55346653,0.00,0.00
Pkoin,PKOIN,7357252.060128284,47377.58239995,0.00,0.00
EPIK Prime,EPIK,7347436.817649956,270195.7635177,0.00,0.00
Mistery On Cro,MERY,7343103.497847689,833066.76828631,0.00,0.00
ShareToken,SHR,7324555.9616475785,299803.71680371,0.00,0.00
Handshake,HNS,7273176.264634292,104626.82204008,0.00,0.00
Troll,TROLL,7203542.323713682,2340974.199102,0.00,0.00
Serum,SRM,7150457.164387282,949433.5462047,0.00,0.00
Poolz Finance,POOLX,7150206.5743996,575657.80277821,0.00,0.00
Ithaca Protocol,ITHACA,7125981.796500506,180036.29277179,0.00,0.00
Shieldeum,SDM,7120896.47361304,1852385.93541758,0.00,0.00
XeniosCoin,XNC,7054461.305641442,0.0,0.00,0.00
AgriDex,AGRI,7044268.371047445,707063.35329649,0.00,0.00
SelfieDogCoin,SELFIE,7042885.668905453,1090642.51010209,0.00,0.00
Beam,BEAM,7018058.301859114,192040.38141806,0.00,0.00
Silly Dragon,SILLY,7002980.667796291,7997924.42864308,0.00,0.00
Moonchain,MXC,6995802.771645267,1309467.29641279,0.00,0.00
BlueMove,MOVE,6962911.817547327,12951.772614,0.00,0.00
TOPGOAL,GOAL,6921289.954913708,523669.95167263,0.00,0.00
KILT Protocol,KILT,6921067.519545253,312402.51780753,0.00,0.00
RENEC,RENEC,6882152.197350976,2484.59127327,0.00,0.00
PoSciDonDAO,SCI,6876841.016264375,113929.83402789,0.00,0.00
Mystiko Network,XZK,6856007.800515444,723693.64821361,0.00,0.00
Baanx,BXX,6840536.91153941,94256.90139871,0.00,0.00
Oobit,OBT,6835751.513491403,1060682.73932671,0.00,0.00
Trog,TROG,6833529.529821215,1213752.74155083,0.00,0.00
Doge Eat Doge,OMNOM,6832213.057009996,311385.6448694,0.00,0.00
Fric,FRIC,6825917.704305603,4725018.93776412,0.00,0.00
Welshcorgicoin,WELSH,6814196.705334238,102995.19387957,0.00,0.00
dHedge DAO,DHT,6812276.904480847,5827.43719853,0.00,0.00
Venus DAI,vDAI,6801289.024385041,0.0,0.00,0.00
Open Custody Protocol,OPEN,6742494.502506115,6711645.96510498,0.00,0.00
Bad Idea AI,BAD,6741238.002238771,2202521.29452718,0.00,0.00
ROA CORE,ROA,6719126.901093887,620044.72526268,0.00,0.00
Origin Dollar,OUSD,6713843.69770103,22407.64046234,0.00,0.00
Slothana,SLOTH,6694950.213538777,1162423.92213381,0.00,0.00
Crypterium,CRPT,6669416.722089089,0.0,0.00,0.00
NFTX,NFTX,6665415.087845426,2216.3779076,0.00,0.00
Arcana Network,XAR,6628879.689997662,201991.20161012,0.00,0.00
Carbon browser,CSIX,6626751.942665184,1550802.44248219,0.00,0.00
Levana Protocol,LVN,6593036.449254244,1253936.87468614,0.00,0.00
IMPT,IMPT,6587772.9318178445,665754.98040113,0.00,0.00
Hoge Finance,HOGE,6548379.489888126,3205.18887595,0.00,0.00
Adappter Token,ADP,6548172.677547937,3014299.54954291,0.00,0.00
Pikamoon,PIKA,6543379.270245756,104092.49543715,0.00,0.00
Step App,FITFI,6528499.202752815,3242858.12853585,0.00,0.00
fanC,FANC,6525588.727336048,532623.84117072,0.00,0.00
Ctomorrow Platform,CTP,6523540.016452085,360942.97919495,0.00,0.00
Tottenham Hotspur Fan Token,SPURS,6516598.098820819,1302376.16120408,0.00,0.00
Gari Network,GARI,6484833.641928147,462091.24542221,0.00,0.00
MSTR2100,MSTR,6470050.542385802,1428607.84152449,0.00,0.00
WHALE,WHALE,6469111.20406749,13515.42962997,0.00,0.00
Nibiru Chain,NIBI,6450688.37108497,1016702.55050755,0.00,0.00
MEVerse,MEV,6427737.6544774715,707138.24224166,0.00,0.00
TEMCO,TEMCO,6419318.341434152,5286772.87957904,0.00,0.00
Emirex Token,EMRX,6398204.80622146,43159.54022063,0.00,0.00
Nyan Heroes,NYAN,6364150.755902176,3272664.09165094,0.00,0.00
Edge Matrix Chain,EMC,6363706.660000194,100592.17804955,0.00,0.00
Mystery,MYSTERY,6341936.726816906,821683.12029026,0.00,0.00
Choise.ai,CHO,6333398.845091096,6938619.20456645,0.00,0.00
Project WITH,WIKEN,6326329.896397213,616589.42485314,0.00,0.00
Inspect,INSP,6304168.460367125,477445.9501209,0.00,0.00
Obyte,GBYTE,6302529.36630575,3880.78465487,0.00,0.00
ASTA,ASTA,6293438.276231554,2.55033199,0.00,0.00
Flamengo Fan Token,MENGO,6283510.22135488,226988.75335314,0.00,0.00
Landshare,LAND,6276737.162337516,275860.45503854,0.00,0.00
Ternoa,CAPS,6268570.671999751,679930.3332826,0.00,0.00
Contango,TANGO,6265915.054999442,72436.91260712,0.00,0.00
Boop,BOOP,6261940.9139640955,148575.3463366,0.00,0.00
Joystream,JOY,6255911.188828418,123781.19093852,0.00,0.00
Lumerin,LMR,6254498.242973941,37402.38925392,0.00,0.00
Bytecoin,BCN,6248987.687117037,2483.82470083,0.00,0.00
GameZone,GZONE,6227493.398483476,8160.43435655,0.00,0.00
Dejitaru Tsuka,TSUKA,6184791.702312706,157838.6915032,0.00,0.00
KIRA,KEX,6173249.475824884,29383.32574399,0.00,0.00
MetaCene,MAK,6141868.525683559,874952.66080138,0.00,0.00
Symbiosis,SIS,6118839.9701092,141265.07055056,0.00,0.00
Akita Inu,AKITA,6114846.652342608,662941.88286522,0.00,0.00
ICHI,ICHI,6107640.043348016,5159.67071095,0.00,0.00
LOBO•THE•WOLF•PUP,LOBO,6090469.993739101,1072044.58026033,0.00,0.00
Electra Protocol,XEP,6047900.379403194,200423.68976371,0.00,0.00
BTSE Token,BTSE,6041475.526144879,2282252.87987823,0.00,0.00
Trump Derangement Syndrome (tearsforTDS),TDS,6035552.874778831,3541005.80920355,0.00,0.00
Diamond,DMD,6027774.882563932,38919.9374731,0.00,0.00
PoolTogether,POOL,6012874.483340468,0.0,0.00,0.00
hehe,HEHE,6008698.4164015055,763242.95088055,0.00,0.00
Zukiverse,ZUKI,6007543.834863981,442.6537905,0.00,0.00
Ledger AI,LEDGER,6007114.123231588,108290.20000424,0.00,0.00
Rainbow Token,RBW,5994531.962151109,0.0,0.00,0.00
Augur,REP,5984724.145453922,82581.41100944,0.00,0.00
CumRocket,CUMMIES,5955751.835331173,823817.7245159,0.00,0.00
Deeper Network,DPR,5950832.986782933,189888.54875929,0.00,0.00
Bitrock,BROCK,5930578.479561793,228968.00808433,0.00,0.00
Skillful AI,SKAI,5901505.183592257,95704.45259924,0.00,0.00
Izumi Finance,IZI,5895860.714237125,144950.00102479,0.00,0.00
Azit,AZIT,5893133.576263596,3373535.1712108,0.00,0.00
Azuro Protocol,AZUR,5874969.171061718,458947.62721422,0.00,0.00
Nash,NEX,5855674.0293354,8839.25666961,0.00,0.00
HAPI Protocol,HAPI,5839383.1236233115,144526.77979905,0.00,0.00
CatCoin,CAT,5833647.692201151,1458317.48871598,0.00,0.00
Neurai,XNA,5830062.359816293,437228.85695775,0.00,0.00
Fuse,FUSE,5825920.16116387,987656.27741145,0.00,0.00
Okratech Token,ORT,5798017.412803925,887064.44057248,0.00,0.00
BABB,BAX,5784230.112232304,175892.43147591,0.00,0.00
Mysterium,MYST,5777347.07241564,57711.00576988,0.00,0.00
Rain Coin,RAIN,5773592.432008676,73057.1569799,0.00,0.00
Winnerz,WNZ,5770756.49843617,1070.80844872,0.00,0.00
PussFi,PUSS,5752848.243455395,916215.09887114,0.00,0.00
ISKRA Token,ISK,5729164.7181944875,24824.97504302,0.00,0.00
Real Smurf Cat,SMURFCAT,5705872.410508648,328553.41419731,0.00,0.00
SpookySwap,BOO,5681397.070316708,108074.12068359,0.00,0.00
Verse,VERSE,5666879.0673528435,74389.77795373,0.00,0.00
TypeAI,TYPE,5642199.53246624,126716.70328333,0.00,0.00
Peng,PENG,5605733.754252448,1670807.46538974,0.00,0.00
Ispolink,ISP,5588566.943781186,735315.05802103,0.00,0.00
BobaCat,PSPS,5571554.257950637,314868.26102414,0.00,0.00
Revain,REV,5548698.090693635,256.27211231,0.00,0.00
Upland (SPARKLET),SPARKLET,5529558.923578399,326981.38515061,0.00,0.00
Banano,BAN,5512305.423880542,66209.73062348,0.00,0.00
TOKPIE,TKP,5507057.807913494,590.79143382,0.00,0.00
Hasbulla's Cat,BARSIK,5485836.474268037,3278466.58807154,0.00,0.00
Smart Layer Network,SLN,5440751.161231874,2083536.76474935,0.00,0.00
HotKeySwap,HOTKEY,5389582.324495826,153008.53678484,0.00,0.00
Luckycoin,LKY,5379433.208132552,613126.2200582,0.00,0.00
Sylo,SYLO,5370514.580785007,1085095.2892715,0.00,0.00
catwifhat,CWIF,5319937.272036435,1937530.89085679,0.00,0.00
Valor Token,VALOR,5277927.784703029,2562910.17146537,0.00,0.00
Celsius,CEL,5266579.428251576,1142864.13598517,0.00,0.00
Muse,MUSE,5261335.339363628,959848.56944476,0.00,0.00
Nuco.cloud,NCDT,5239829.068385277,255361.10196361,0.00,0.00
Bitcoin Virtual Machine,BVM,5233468.967317756,113586.83678867,0.00,0.00
Zenrock,ROCK,5222843.405659758,97525.78601328,0.00,0.00
Plearn,PLN,5220075.977848205,119692.80438014,0.00,0.00
GensoKishi Metaverse,MV,5208437.02917691,1151626.4594653,0.00,0.00
UniBot,UNIBOT,5206748.2771340655,743202.07195626,0.00,0.00
Octokn,OTK,5195801.3778676195,208470.68435466,0.00,0.00
PLAYA3ULL GAMES,3ULL,5185455.966853197,917018.67518745,0.00,0.00
Reboot,GG,5146364.451434354,153491.71512301,0.00,0.00
Orbofi AI,OBI,5136861.032633742,398237.05589509,0.00,0.00
Warped Games,WARPED,5136188.436976997,16356.76654975,0.00,0.00
Bitcoin 2,BTC2,5135731.717426825,1474.02483267,0.00,0.00
FNCY,FNCY,5119723.127251038,10878.47196524,0.00,0.00
PowerPool,CVP,5109544.671999545,1686095.76082725,0.00,0.00
MagicCraft,MCRT,5104120.259675374,146796.0903799,0.00,0.00
RAI Finance,SOFI,5093227.692977286,869618.13877412,0.00,0.00
Swash,SWASH,5051412.182732584,164501.09706999,0.00,0.00
Shark Cat,SC,5022964.245224293,2439539.79304201,0.00,0.00
DeFinder Capital,DFC,5012577.16667489,42201.27911586,0.00,0.00
Validity,VAL,4987949.149326378,218155.07291086,0.00,0.00
nomnom,NOMNOM,4982344.112284397,1741100.7566589,0.00,0.00
Crust Network,CRU,4976413.952145992,561260.04035,0.00,0.00
Eesee,ESE,4938491.850684456,7446431.07753736,0.00,0.00
Synesis One,SNS,4937420.806570491,1701798.3272327,0.00,0.00
LABEL AI,LBL,4927398.128495873,460501.74239974,0.00,0.00
RabbitX,RBX,4916238.164186205,87746.66407671,0.00,0.00
FU Coin,FU,4910602.124937328,53920.51769965,0.00,0.00
Optimus AI,OPTI,4892660.476038982,63479.99129542,0.00,0.00
Intentx,INTX,4892160.383374514,2369.77580732,0.00,0.00
BEERCOIN,BEER,4860847.25032197,1308132.02043503,0.00,0.00
apM Coin,APM,4857932.901578577,152883.26203737,0.00,0.00
bitSmiley,SMILE,4833298.015601729,29597978.78347704,0.00,0.00
TriumphX,TRIX,4833061.667182624,0.0,0.00,0.00
ZeroLend,ZERO,4785854.2304016575,9137575.91526913,0.00,0.00
BADMAD ROBOTS,METAL,4765941.768463119,329049.40502225,0.00,0.00
Orange,ORNJ,4750221.23577685,843407.86114708,0.00,0.00
Robonomics.network,XRT,4749982.401379662,118330.200351,0.00,0.00
BIAO,BIAO,4709346.0358562,2073677.14075418,0.00,0.00
BigONE Token,ONE,4699381.20379205,0.0,0.00,0.00
Tron Bull,TBULL,4632424.035766631,4896695.44481058,0.00,0.00
STAT,STAT,4610328.564822581,3315024.64838483,0.00,0.00
Napoli Fan Token,NAP,4599690.242557424,1935746.4894696,0.00,0.00
KlimaDAO,KLIMA,4595458.906393741,234352.17690295,0.00,0.00
Arsenal Fan Token,AFC,4590277.177427925,317748.70462425,0.00,0.00
Crypto Asset Governance Alliance,CAGA,4585261.009747756,651785.029721,0.00,0.00
Kima Network,KIMA,4579661.210618207,38791787.56723756,0.00,0.01
Mozaic,MOZ,4560867.741095589,49315.74464699,0.00,0.00
WOM Protocol,WOM,4556648.532249893,1272948.59348584,0.00,0.00
QuadrantProtocol,EQUAD,4543539.497635961,160.59456516,0.00,0.00
NikolAI,NIKO,4534790.743720208,175166.16443806,0.00,0.00
Fei USD,FEI,4531708.0218924815,61974.18716977,0.00,0.00
Gracy,GRACY,4524631.392274594,861807.43004477,0.00,0.00
Energi,NRG,4512811.161847527,359539.49103127,0.00,0.00
PUMPAI,PUMPAI,4490196.071309795,523211.50482258,0.00,0.00
Byte,BYTE,4486565.208205492,225481.05926425,0.00,0.00
Russell,RUSSELL,4478254.496324634,182566.77399458,0.00,0.00
zkSwap Finance,ZF,4463935.0177640775,653840.24610306,0.00,0.00
Dingocoin,DINGO,4446391.220874294,181023.95307092,0.00,0.00
BytomDAO,BTM,4443428.805788791,66587.93776034,0.00,0.00
Gamium,GMM,4423672.37078542,153636.55221195,0.00,0.00
Unifi Protocol DAO,UNFI,4423522.451540765,2962226.33665435,0.00,0.00
Ctrl Wallet,CTRL,4420138.063390179,6930719.37152925,0.00,0.00
Sekuya Multiverse,SKYA,4412227.459676009,146108.73654915,0.00,0.00
Shina Inu,SHI,4394460.43999562,231604.3624305,0.00,0.00
Everyworld,EVERY,4393988.741765869,121611.69596242,0.00,0.00
Rejuve.AI,RJV,4391984.676911662,959374.67779146,0.00,0.00
Omax Coin,OMAX,4391900.780310383,695134.43644019,0.00,0.00
Zenon,ZNN,4342883.556720827,13649.27341433,0.00,0.00
Blocery,BLY,4333383.58419344,355523.60044099,0.00,0.00
Everdome,DOME,4331563.547348384,396189.83668963,0.00,0.00
Common Wealth,WLTH,4327936.226602753,97932.37125029,0.00,0.00
Xend Finance,RWA,4298348.407283735,69770.24348982,0.00,0.00
Hydranet,HDN,4284696.210666697,23152.7939997,0.00,0.00
Kimbo,KIMBO,4279915.592165667,298023.96035824,0.00,0.00
Solchat,CHAT,4264087.357733983,402663.05785158,0.00,0.00
POOH,POOH,4240919.369923498,1288163.98740952,0.00,0.00
Bepro,BEPRO,4235123.928874266,205507.79619334,0.00,0.00
5ire,5IRE,4231950.869273247,657258.99150415,0.00,0.00
OctonetAI,OCTO,4218250.303407207,174573.26860946,0.00,0.00
Trabzonspor Fan Token,TRA,4217609.049853987,343884.38549595,0.00,0.00
PRIZM,PZM,4206848.165549247,2919.63229089,0.00,0.00
Kinic,KINIC,4199734.695579071,120845.30265139,0.00,0.00
BitForex Token,BF,4193254.1462580706,0.0,0.00,0.00
DRIFE,$DRF,4188008.7533410992,37586.62074529,0.00,0.00
Alltoscan,ATS,4175805.16930229,154951.44726921,0.00,0.00
Magic Square,SQR,4166004.614254531,160224.5773754,0.00,0.00
MongCoin,$MONG,4156299.3767671483,2161911.94644321,0.00,0.00
Pintu Token,PTU,4149684.1702256976,18743.21371204,0.00,0.00
Onooks,OOKS,4142706.417936015,0.0,0.00,0.00
Whales Market,WHALES,4111939.4523145813,898782.88210378,0.00,0.00
Mancium,MANC,4092974.1029872694,187.62529988,0.00,0.00
SelfKey,KEY,4092377.998536996,1287522.76464596,0.00,0.00
Qudefi,QUDEFI,4091311.863206053,36711.7251774,0.00,0.00
Undeads Games,UDS,4073442.0272335536,486.85525658,0.00,0.00
ETHEREUM IS GOOD,EBULL,4069675.6817135373,566813.35300763,0.00,0.00
BOSagora,BOA,4055250.3811866962,959100.15685937,0.00,0.00
Carnomaly,CARR,4054159.925649713,136064.79173977,0.00,0.00
DappRadar,RADAR,4052030.3508078433,1615386.61252676,0.00,0.00
Celo Euro,CEUR,4050424.8305926537,5960065.84481454,0.00,0.00
MASQ,MASQ,4047001.5180219016,4418.18827438,0.00,0.00
Areon Network,AREA,4044976.130768439,611434.88147767,0.00,0.00
Inflation Hedging Coin,IHC,4043758.6877718596,7387.35759046,0.00,0.00
Super Trump Coin,STRUMP,4031789.581149851,6803454.34014538,0.00,0.00
Unibright,UBT,4028569.5278083137,8260.73268774,0.00,0.00
OpenOcean,OOE,4018429.707092643,221104.43723943,0.00,0.00
BaaSid,BAAS,4016189.5114362794,3985.48905136,0.00,0.00
Wisdomise AI,WSDM,4009408.8260847344,282945.4532579,0.00,0.00
Klaus,KLAUS,4006582.2957568895,941404.1370221,0.00,0.00
Pip,PIP,3978615.818916442,214437.45244777,0.00,0.00
Populous,PPT,3976862.506084039,0.0,0.00,0.00
Big Data Protocol,BDP,3973796.7078132937,181520.82842619,0.00,0.00
CONTRACOIN,CTCN,3973729.289740559,47.23894273,0.00,0.00
Rai Reflex Index,RAI,3972315.007431458,74513.0247671,0.00,0.00
Neighbourhoods,NHT,3947443.556682513,52123.95449968,0.00,0.00
Script Network,SCPT,3922599.044068841,300381.2194219,0.00,0.00
MarsDAO,MDAO,3902387.733204463,94399.87912228,0.00,0.00
Astrafer,ASTRAFER,3897681.242484706,37.24574283,0.00,0.00
Sallar,ALL,3893980.950295581,204631.48668715,0.00,0.00
Everton Fan Token,EFC,3877856.2629399532,139353.85958375,0.00,0.00
VestChain,VEST,3877782.587367552,0.0,0.00,0.00
UnMarshal,MARSH,3872371.3850371665,659421.84509425,0.00,0.00
LandWolf (SOL),WOLF,3871539.461772158,9790.7492978,0.00,0.00
Vertcoin,VTC,3857485.4315328207,23498.31485651,0.00,0.00
VNX Euro,VEUR,3839590.4748042286,314321.00988976,0.00,0.00
SAD HAMSTER,HAMMY,3821844.9204078685,605890.78098812,0.00,0.00
IRISnet,IRIS,3821573.7232481106,287014.22642422,0.00,0.00
Saakuru Protocol,SKR,3792848.5826084986,954569.52139125,0.00,0.00
Speedy,SPEEDY,3777068.703420542,85942.56430114,0.00,0.00
BRN Metaverse,BRN,3755206.5103979306,530179.85671645,0.00,0.00
EverRise,RISE,3747052.3563354095,13858.34459459,0.00,0.00
RepubliK,RPK,3745463.302663952,830946.8576685,0.00,0.00
Orbit Chain,ORC,3745352.6203236203,32872.3041398,0.00,0.00
DogeBonk,DOBO,3737426.7291198056,6631.01186528,0.00,0.00
Sabai Protocol,SABAI,3735424.549937975,201451.74122,0.00,0.00
aiPump,AIPUMP,3706142.823992021,4682480.9196335,0.00,0.00
Plankton in Pain,AAAHHM,3657546.827714564,229883.75569844,0.00,0.00
Elixir Games,ELIX,3654556.6931883115,524513.73508623,0.00,0.00
Baby Pepe,BABYPEPE,3636388.5615479164,85051.31746348,0.00,0.00
Cashaa,CAS,3636034.386382862,95299.36921874,0.00,0.00
BSCPAD,BSCPAD,3628193.9207221684,370828.38903757,0.00,0.00
Chihuahua,HUAHUA,3623336.4672349887,347704.89647487,0.00,0.00
Mdex,MDX,3609591.237317412,94168.37219444,0.00,0.00
Solama,SOLAMA,3601665.098078872,233649.63278145,0.00,0.00
Dynachain,DYNA,3599082.6548951752,89767.71805896,0.00,0.00
GameSwift,GSWIFT,3598182.179971026,367561.90327001,0.00,0.00
Presearch,PRE,3594606.9360318873,114855.55699084,0.00,0.00
AmonD,AMON,3584512.6982661174,1.36271385,0.00,0.00
USAcoin,USACOIN,3578411.7835027208,1953752.34950774,0.00,0.00
The White Lion,KIMBA,3559900.411231553,92021.92545592,0.00,0.00
Abelian,ABEL,3558308.392213436,59182.75471524,0.00,0.00
Medieval Empires,MEE,3555644.523807474,519703.12072836,0.00,0.00
Sugar Boy,SUGAR,3551862.6623614905,873077.7149864,0.00,0.00
Cipher,CPR,3551509.7159430846,681142.90782751,0.00,0.00
REVV,REVV,3549314.8739507464,780773.04745066,0.00,0.00
Super Zero Protocol,SERO,3542576.7512167506,247406.86370106,0.00,0.00
FalconX,FALX,3541905.7900812654,279508.53482752,0.00,0.00
Kylin,KYL,3540705.1587347137,0.0,0.00,0.00
Neos.ai,NEOS,3496237.6282927296,94967.68648693,0.00,0.00
USD Coin (Wormhole),USDC(WormHole),3493360.1883214167,51437762.26261199,0.00,0.01
WeFi,WEFI,3477829.681118105,105964.63388757,0.00,0.00
Wibegram,WIBE,3474530.8781567914,3144201.06336798,0.00,0.00
NuriTopia,NBLU,3471587.554171656,59922.37036722,0.00,0.00
PKT,PKT,3471364.0942147044,1758.61150972,0.00,0.00
Talent Protocol,TALENT,3454268.954457919,560048.38921178,0.00,0.00
Everest,ID,3452265.5895939157,60178.22195753,0.00,0.00
SENATE,SENATE,3449702.990923688,65315.72004121,0.00,0.00
Alfa Romeo Racing ORLEN Fan Token,SAUBER,3411071.921958167,119378.27119345,0.00,0.00
ACA Token,ACA,3408403.185959212,100418.21811378,0.00,0.00
NEST Protocol,NEST,3383154.8526534676,625961.37963138,0.00,0.00
Darwinia Network,RING,3381377.758787613,59897.51009767,0.00,0.00
DUKO,DUKO,3368292.131391561,3136976.1832262,0.00,0.00
Stobox Token,STBU,3351782.269423501,210686.53440254,0.00,0.00
Crypton,CRP,3344441.9994852515,165115.75799016,0.00,0.00
DAD,DAD,3322615.9192929235,47878.29874024,0.00,0.00
ShibaDoge,SHIBDOGE,3310382.6064283056,138476.36859527,0.00,0.00
BitShares,BTS,3302351.4965814664,137241.031099,0.00,0.00
GoodBoy,GOODBOY,3295456.339773755,3920.37058467,0.00,0.00
Fractal Network,FRA,3294751.6919659986,101067.79422199,0.00,0.00
TOP AI Network,TOP,3284788.9909979086,1512054.1846705,0.00,0.00
Gameswap,GSWAP,3284120.6408475935,1715.12564975,0.00,0.00
Djed,DJED,3274678.081855494,566580.74992836,0.00,0.00
Mintlayer,ML,3272870.806754364,567407.16693224,0.00,0.00
King DAG,KDAG,3268482.21178964,0.0,0.00,0.00
Waves Enterprise,WEST,3247263.803733423,2747.48307353,0.00,0.00
Frontier,FRONT,3230699.4630022803,12306.55669346,0.00,0.00
Brainlet,BRAINLET,3226138.9374289406,1879661.29765109,0.00,0.00
Etherisc DIP Token,DIP,3224610.2386445208,113.04814063,0.00,0.00
Dark Frontiers,DARK,3211195.2682038923,614784.91714009,0.00,0.00
PornRocket,PORNROCKET,3199540.561452278,665.45256648,0.00,0.00
Minter Network,BIP,3196430.044121564,0.0,0.00,0.00
GOGGLES,GOGLZ,3193409.9329829225,9298.16430893,0.00,0.00
milestoneBased,MILE,3169923.2383399294,14648.97711121,0.00,0.00
Paribus,PBX,3160071.80485383,255887.04398717,0.00,0.00
Neiro (neiro.lol),NEIRO,3145156.032939325,9807176.91510902,0.00,0.00
VGX Token,VGX,3104887.4531701654,989240.10724795,0.00,0.00
Public Masterpiece Token,PMT,3104885.5933608967,441373.46079581,0.00,0.00
Anchor Protocol,ANC,3102148.0558905574,65656.8487361,0.00,0.00
Bostrom,BOOT,3088934.013971412,2659.77218489,0.00,0.00
Juggernaut,JGN,3071665.7859447203,284011.64510161,0.00,0.00
Permission Coin,ASK,3069474.5893568047,4308.38603761,0.00,0.00
B-cube.ai,BCUBE,3058018.660798346,9180.88959754,0.00,0.00
UpOnly,UPO,3055170.816129729,649592.53995163,0.00,0.00
Chickencoin,CHKN,3050842.2121716784,75148.23571883,0.00,0.00
Dypius [New],DYP,3032125.205571058,326533.88891823,0.00,0.00
BarnBridge,BOND,3031711.936448697,2611298.61013314,0.00,0.00
Pomerium,PMG,3030153.742697124,401303.4763059,0.00,0.00
MetaTrace,TRC,3019436.6255398225,38254.96812555,0.00,0.00
ADAMANT Messenger,ADM,3016545.4295244785,690084.38904357,0.00,0.00
